AGNO,COD_DEPE,COD_REG_RBD,COD_ENSE,PROM_GRAL
2019,Particular Subvencionado,Región de La Araucanía,Educacion Media,5.010221736104206
2019,Particular Subvencionado,Región de Los Lagos,Educacion Basica,5.5621571047497715
2019,Particular Subvencionado,Región de Los Lagos,Educacion Media,5.224669749009247
2019,Particular Subvencionado,Región de Los Ríos,Educacion Basica,5.474554818435754
2019,Particular Subvencionado,Región de Los Ríos,Educacion Media,5.140888888888889
2019,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Basica,5.8630734966592435
2019,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Media,5.4728260869565215
2019,Particular Subvencionado,Región de Tarapacá,Educacion Basica,5.595920239770017
2019,Particular Subvencionado,Región de Tarapacá,Educacion Media,5.29974343025968
2019,Particular Subvencionado,Región de Valparaíso,Educacion Basica,5.582189966938802
2019,Particular Subvencionado,Región de Valparaíso,Educacion Media,5.312674113915323
2019,Particular Subvencionado,Región de Ñuble,Educacion Basica,5.732733534828144
2019,Particular Subvencionado,Región de Ñuble,Educacion Media,5.4107403694687095
2019,Particular Subvencionado,Región del Bío-Bío,Educacion Basica,5.7444127330254835
2019,Particular Subvencionado,Región del Bío-Bío,Educacion Media,5.504851468717154
2019,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.653631341237197
2019,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Media,5.27788191190253
2019,Particular Subvencionado,Región del Maule,Educacion Basica,5.673982535774734
2019,Particular Subvencionado,Región del Maule,Educacion Media,5.410302823315118
2020,Municipal,Región Metropolitana de Santiago,Educacion Basica,5.628495350498877
2020,Municipal,Región Metropolitana de Santiago,Educacion Media,5.486864903429649
2020,Municipal,Región de Antofagasta,Educacion Basica,5.749192394193416
2020,Municipal,Región de Antofagasta,Educacion Media,5.457492402808341
2020,Municipal,Región de Atacama,Educacion Basica,5.849380254365165
2020,Municipal,Región de Atacama,Educacion Media,5.46823734729494
2020,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.877257630871422
2020,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,5.461320316132031
2020,Municipal,Región de Coquimbo,Educacion Basica,5.8391354876198465
2020,Municipal,Región de Coquimbo,Educacion Media,5.496633593196314
2020,Municipal,Región de La Araucanía,Educacion Basica,5.908694091463852
2020,Municipal,Región de La Araucanía,Educacion Media,5.616171311635159
2020,Municipal,Región de Los Lagos,Educacion Basica,5.8537006379714125
2020,Municipal,Región de Los Lagos,Educacion Media,5.250996015936255
2020,Municipal,Región de Los Ríos,Educacion Basica,5.825615651222182
2020,Municipal,Región de Los Ríos,Educacion Media,5.561319569120287
2020,Municipal,Región de Magallanes y Antártica Chilena,Educacion Basica,6.029158327188455
2020,Municipal,Región de Magallanes y Antártica Chilena,Educacion Media,5.62371550903901
2020,Municipal,Región de Tarapacá,Educacion Basica,5.6420693575895395
2020,Municipal,Región de Tarapacá,Educacion Media,5.50479381443299
2020,Municipal,Región de Valparaíso,Educacion Basica,5.716358710073882
2020,Municipal,Región de Valparaíso,Educacion Media,5.36873491899345
2020,Municipal,Región de Ñuble,Educacion Basica,5.917898611216513
2020,Municipal,Región de Ñuble,Educacion Media,5.616222405422736
2020,Municipal,Región del Bío-Bío,Educacion Basica,5.917874703534448
2020,Municipal,Región del Bío-Bío,Educacion Media,5.610619248167213
2020,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.75183367862465
2020,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Media,5.443207961742277
2020,Municipal,Región del Maule,Educacion Basica,5.852306944403524
2020,Municipal,Región del Maule,Educacion Media,5.534725438924169
2020,Particular Pagado,Región Metropolitana de Santiago,Educacion Basica,6.138449348900603
2020,Particular Pagado,Región Metropolitana de Santiago,Educacion Media,6.213677566767801
2020,Particular Pagado,Región de Antofagasta,Educacion Basica,5.962795248078267
2020,Particular Pagado,Región de Antofagasta,Educacion Media,6.027519656897784
2020,Particular Pagado,Región de Arica y Parinacota,Educacion Basica,6.581070597362296
2020,Particular Pagado,Región de Arica y Parinacota,Educacion Media,6.440518962075848
2020,Particular Pagado,Región de Atacama,Educacion Basica,6.280712979890311
2020,Particular Pagado,Región de Atacama,Educacion Media,6.212366412213741
2020,Particular Pagado,Región de Coquimbo,Educacion Basica,6.140663589871522
2020,Particular Pagado,Región de Coquimbo,Educacion Media,6.117319065052097
2020,Particular Pagado,Región de La Araucanía,Educacion Basica,6.317782268249558
2020,Particular Pagado,Región de La Araucanía,Educacion Media,6.299872935196951
2020,Particular Pagado,Región de Los Lagos,Educacion Basica,6.059608780050769
2020,Particular Pagado,Región de Los Lagos,Educacion Media,6.068232136866824
2020,Particular Pagado,Región de Los Ríos,Educacion Basica,6.264867469879518
2020,Particular Pagado,Región de Los Ríos,Educacion Media,6.2296045197740115
2020,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Basica,6.314715860899067
2020,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Media,6.087973484848485
2020,Particular Pagado,Región de Tarapacá,Educacion Basica,6.217894736842105
2020,Particular Pagado,Región de Tarapacá,Educacion Media,6.293539325842697
2020,Particular Pagado,Región de Valparaíso,Educacion Basica,6.151634483807206
2020,Particular Pagado,Región de Valparaíso,Educacion Media,6.156035734226689
2020,Particular Pagado,Región de Ñuble,Educacion Basica,6.605700325732899
2020,Particular Pagado,Región de Ñuble,Educacion Media,6.410222222222222
2020,Particular Pagado,Región del Bío-Bío,Educacion Basica,6.232405132405132
2020,Particular Pagado,Región del Bío-Bío,Educacion Media,6.0092968890487315
2020,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Basica,6.3315387760665125
2020,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Media,6.314126186487996
2020,Particular Pagado,Región del Maule,Educacion Basica,6.497175249807841
2020,Particular Pagado,Región del Maule,Educacion Media,6.642417484388938
2020,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Basica,5.899386734658659
2020,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Media,5.655420476340278
2020,Particular Subvencionado,Región de Antofagasta,Educacion Basica,6.1236442997706595
2020,Particular Subvencionado,Región de Antofagasta,Educacion Media,5.809593588082902
2020,Particular Subvencionado,Región de Arica y Parinacota,Educacion Basica,5.993708399366085
2020,Particular Subvencionado,Región de Arica y Parinacota,Educacion Media,5.8790275853382035
2020,Particular Subvencionado,Región de Atacama,Educacion Basica,6.3197569543339975
2020,Particular Subvencionado,Región de Atacama,Educacion Media,5.891680814940576
2020,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,6.334146668454217
2020,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,6.15199179847686
2020,Particular Subvencionado,Región de Coquimbo,Educacion Basica,6.056431056688645
2020,Particular Subvencionado,Región de Coquimbo,Educacion Media,5.818188665869113
2020,Particular Subvencionado,Región de La Araucanía,Educacion Basica,5.9424183509133375
2020,Particular Subvencionado,Región de La Araucanía,Educacion Media,5.601074672398253
2020,Particular Subvencionado,Región de Los Lagos,Educacion Basica,6.061084322453016
2020,Particular Subvencionado,Región de Los Lagos,Educacion Media,5.682575363210449
2020,Particular Subvencionado,Región de Los Ríos,Educacion Basica,5.973316991238822
2020,Particular Subvencionado,Región de Los Ríos,Educacion Media,5.606786223761973
2020,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Basica,6.372184531886024
2020,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Media,6.034691319335631
2020,Particular Subvencionado,Región de Tarapacá,Educacion Basica,6.00129170816733
2020,Particular Subvencionado,Región de Tarapacá,Educacion Media,5.8035323067153515
2020,Particular Subvencionado,Región de Valparaíso,Educacion Basica,6.03658973338639
2020,Particular Subvencionado,Región de Valparaíso,Educacion Media,5.842192189167959
2020,Particular Subvencionado,Región de Ñuble,Educacion Basica,6.0539216034684955
2020,Particular Subvencionado,Región de Ñuble,Educacion Media,5.850646693459993
2020,Particular Subvencionado,Región del Bío-Bío,Educacion Basica,6.132170438555977
2020,Particular Subvencionado,Región del Bío-Bío,Educacion Media,6.00457998579002
2020,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Basica,6.072971477747726
2020,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Media,5.741835429545939
2020,Particular Subvencionado,Región del Maule,Educacion Basica,6.202343117213715
2020,Particular Subvencionado,Región del Maule,Educacion Media,5.92425242792983
2021,Municipal,Región Metropolitana de Santiago,Educacion Basica,5.6339305045207135
2021,Municipal,Región Metropolitana de Santiago,Educacion Media,5.304088509491183
2021,Municipal,Región de Antofagasta,Educacion Basica,5.830379661474138
2021,Municipal,Región de Antofagasta,Educacion Media,5.328635674318883
2021,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.736477695167286
2021,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,5.058064516129032
2021,Municipal,Región de Coquimbo,Educacion Basica,5.860249393619006
2021,Municipal,Región de Coquimbo,Educacion Media,5.358819031435854
2021,Municipal,Región de La Araucanía,Educacion Basica,5.894863459037711
2021,Municipal,Región de La Araucanía,Educacion Media,5.409508476181457
2021,Municipal,Región de Los Lagos,Educacion Basica,5.7847214548802945
2021,Municipal,Región de Los Lagos,Educacion Media,5.229135346806499
2021,Municipal,Región de Los Ríos,Educacion Basica,5.860565396314189
2021,Municipal,Región de Los Ríos,Educacion Media,5.450589788732394
2021,Municipal,Región de Magallanes y Antártica Chilena,Educacion Basica,5.943418281381634
2021,Municipal,Región de Magallanes y Antártica Chilena,Educacion Media,5.49635599159075
2021,Municipal,Región de Tarapacá,Educacion Basica,5.684556467370066
2021,Municipal,Región de Tarapacá,Educacion Media,5.267942353883107
2021,Municipal,Región de Valparaíso,Educacion Basica,5.795444007033159
2021,Municipal,Región de Valparaíso,Educacion Media,5.314515991833957
2021,Municipal,Región de Ñuble,Educacion Basica,5.918686179820843
2021,Municipal,Región de Ñuble,Educacion Media,5.440260877177624
2021,Municipal,Región del Bío-Bío,Educacion Basica,5.931368518572132
2021,Municipal,Región del Bío-Bío,Educacion Media,5.491761048873569
2021,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.805691647009012
2021,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Media,5.418120168824394
2021,Municipal,Región del Maule,Educacion Basica,5.8727280501710375
2021,Municipal,Región del Maule,Educacion Media,5.438279445727483
2021,Particular Pagado,Región Metropolitana de Santiago,Educacion Basica,6.202467962732502
2021,Particular Pagado,Región Metropolitana de Santiago,Educacion Media,6.149261601360258
2021,Particular Pagado,Región de Antofagasta,Educacion Basica,5.98014409221902
2021,Particular Pagado,Región de Antofagasta,Educacion Media,5.96573648887319
2021,Particular Pagado,Región de Arica y Parinacota,Educacion Basica,6.427870090634441
2021,Particular Pagado,Región de Arica y Parinacota,Educacion Media,6.257142857142857
2021,Particular Pagado,Región de Atacama,Educacion Basica,5.714664926022628
2021,Particular Pagado,Región de Atacama,Educacion Media,6.061232876712329
2021,Particular Pagado,Región de Coquimbo,Educacion Basica,6.278579523989421
2021,Particular Pagado,Región de Coquimbo,Educacion Media,6.067382213548927
2021,Particular Pagado,Región de La Araucanía,Educacion Basica,6.139515151515152
2021,Particular Pagado,Región de La Araucanía,Educacion Media,6.194003527336861
2021,Particular Pagado,Región de Los Lagos,Educacion Basica,6.160524772793901
2021,Particular Pagado,Región de Los Lagos,Educacion Media,5.870549951187765
2021,Particular Pagado,Región de Los Ríos,Educacion Basica,6.292753623188406
2021,Particular Pagado,Región de Los Ríos,Educacion Media,6.268618784530387
2021,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Basica,6.333875106928999
2021,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Media,6.053125
2021,Particular Pagado,Región de Tarapacá,Educacion Basica,6.337320574162679
2021,Particular Pagado,Región de Tarapacá,Educacion Media,6.275396825396825
2021,Particular Pagado,Región de Valparaíso,Educacion Basica,6.302212921789171
2021,Particular Pagado,Región de Valparaíso,Educacion Media,6.101081812035159
2021,Particular Pagado,Región de Ñuble,Educacion Basica,6.457959814528594
2021,Particular Pagado,Región de Ñuble,Educacion Media,6.212888888888889
2021,Particular Pagado,Región del Bío-Bío,Educacion Basica,6.218923750782158
2021,Particular Pagado,Región del Bío-Bío,Educacion Media,6.058222138695734
2021,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Basica,6.297814427460445
2021,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Media,6.033775933609958
2021,Particular Pagado,Región del Maule,Educacion Basica,6.434076086956521
2021,Particular Pagado,Región del Maule,Educacion Media,6.23391304347826
2021,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Basica,5.8562015802824625
2021,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Media,5.503608265306628
2021,Particular Subvencionado,Región de Antofagasta,Educacion Basica,6.083731580308011
2021,Particular Subvencionado,Región de Antofagasta,Educacion Media,5.764721030042918
2021,Particular Subvencionado,Región de Arica y Parinacota,Educacion Basica,6.005095376321791
2021,Particular Subvencionado,Región de Arica y Parinacota,Educacion Media,5.6609365372766485
2021,Particular Subvencionado,Región de Atacama,Educacion Basica,6.191873316615584
2021,Particular Subvencionado,Región de Atacama,Educacion Media,5.715241802665069
2021,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.962648970747562
2021,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,5.606627155172413
2021,Particular Subvencionado,Región de Coquimbo,Educacion Basica,6.006878168315906
2021,Particular Subvencionado,Región de Coquimbo,Educacion Media,5.713073423748991
2021,Particular Subvencionado,Región de La Araucanía,Educacion Basica,5.869837375578298
2021,Particular Subvencionado,Región de La Araucanía,Educacion Media,5.4177534817128725
2021,Particular Subvencionado,Región de Los Lagos,Educacion Basica,5.971952727493869
2021,Particular Subvencionado,Región de Los Lagos,Educacion Media,5.520598535498249
2021,Particular Subvencionado,Región de Los Ríos,Educacion Basica,5.898707592891761
2021,Particular Subvencionado,Región de Los Ríos,Educacion Media,5.587974992673635
2021,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Basica,6.280223093156467
2021,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Media,5.911558980438648
2021,Particular Subvencionado,Región de Tarapacá,Educacion Basica,5.9351507200390525
2021,Particular Subvencionado,Región de Tarapacá,Educacion Media,5.605239807236289
2021,Particular Subvencionado,Región de Valparaíso,Educacion Basica,6.006992315949091
2021,Particular Subvencionado,Región de Valparaíso,Educacion Media,5.65244326909989
2021,Particular Subvencionado,Región de Ñuble,Educacion Basica,6.153763478627375
2021,Particular Subvencionado,Región de Ñuble,Educacion Media,5.823119697725814
2021,Particular Subvencionado,Región del Bío-Bío,Educacion Basica,6.137277350982103
2021,Particular Subvencionado,Región del Bío-Bío,Educacion Media,5.853198838213361
2021,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Basica,6.051524889346996
2021,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Media,5.712557220141489
2021,Particular Subvencionado,Región del Maule,Educacion Basica,6.111815475633273
2021,Particular Subvencionado,Región del Maule,Educacion Media,5.719965977589586
2022,Municipal,Región Metropolitana de Santiago,Educacion Basica,5.31743201822221
2022,Municipal,Región Metropolitana de Santiago,Educacion Media,4.967460299299804
2022,Municipal,Región de Antofagasta,Educacion Basica,5.619693790639217
2022,Municipal,Región de Antofagasta,Educacion Media,5.249731989181215
2022,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.539277108433735
2022,Municipal,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,4.933028616852146
2022,Municipal,Región de Coquimbo,Educacion Basica,5.584396895078059
2022,Municipal,Región de Coquimbo,Educacion Media,5.157100456621005
2022,Municipal,Región de La Araucanía,Educacion Basica,5.563464967598835
2022,Municipal,Región de La Araucanía,Educacion Media,5.1846228070175435
2022,Municipal,Región de Los Lagos,Educacion Basica,5.4373396560389855
2022,Municipal,Región de Los Lagos,Educacion Media,4.9913702864207705
2022,Municipal,Región de Los Ríos,Educacion Basica,5.574673771661143
2022,Municipal,Región de Los Ríos,Educacion Media,5.20787082116196
2022,Municipal,Región de Magallanes y Antártica Chilena,Educacion Basica,5.685418350848828
2022,Municipal,Región de Magallanes y Antártica Chilena,Educacion Media,5.292590978426673
2022,Municipal,Región de Tarapacá,Educacion Basica,5.587343862167983
2022,Municipal,Región de Tarapacá,Educacion Media,5.214498664041626
2022,Municipal,Región de Valparaíso,Educacion Basica,5.481725114974442
2022,Municipal,Región de Valparaíso,Educacion Media,5.041458029265371
2022,Municipal,Región de Ñuble,Educacion Basica,5.652006537766032
2022,Municipal,Región de Ñuble,Educacion Media,5.283352217546131
2022,Municipal,Región del Bío-Bío,Educacion Basica,5.621078605604922
2022,Municipal,Región del Bío-Bío,Educacion Media,5.276705746128238
2022,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.544762188092671
2022,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Media,5.229044227406491
2022,Municipal,Región del Maule,Educacion Basica,5.5875642546461055
2022,Municipal,Región del Maule,Educacion Media,5.206859479602942
2022,Particular Pagado,Región Metropolitana de Santiago,Educacion Basica,6.14780527972085
2022,Particular Pagado,Región Metropolitana de Santiago,Educacion Media,5.984456777418407
2022,Particular Pagado,Región de Antofagasta,Educacion Basica,6.1634000852151685
2022,Particular Pagado,Región de Antofagasta,Educacion Media,5.9847307430129515
2022,Particular Pagado,Región de Arica y Parinacota,Educacion Basica,6.426685198054204
2022,Particular Pagado,Región de Arica y Parinacota,Educacion Media,6.1945
2022,Particular Pagado,Región de Atacama,Educacion Basica,6.263985205732778
2022,Particular Pagado,Región de Atacama,Educacion Media,6.052369380315918
2022,Particular Pagado,Región de Coquimbo,Educacion Basica,6.115132480584742
2022,Particular Pagado,Región de Coquimbo,Educacion Media,5.905117270788913
2022,Particular Pagado,Región de La Araucanía,Educacion Basica,6.355078849721706
2022,Particular Pagado,Región de La Araucanía,Educacion Media,6.100168634064081
2022,Particular Pagado,Región de Los Lagos,Educacion Basica,6.1817093086554165
2022,Particular Pagado,Región de Los Lagos,Educacion Media,5.92828409805154
2022,Particular Pagado,Región de Los Ríos,Educacion Basica,6.260598179453837
2022,Particular Pagado,Región de Los Ríos,Educacion Media,6.172331606217616
2022,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Basica,6.141559454191033
2022,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Media,5.857063197026022
2022,Particular Pagado,Región de Tarapacá,Educacion Basica,6.254385964912281
2022,Particular Pagado,Región de Tarapacá,Educacion Media,6.226951219512196
2022,Particular Pagado,Región de Valparaíso,Educacion Basica,6.233295854517012
2022,Particular Pagado,Región de Valparaíso,Educacion Media,6.094610649098175
2022,Particular Pagado,Región de Ñuble,Educacion Basica,6.352083333333334
2022,Particular Pagado,Región de Ñuble,Educacion Media,6.190582959641255
2022,Particular Pagado,Región del Bío-Bío,Educacion Basica,6.2636834383360664
2022,Particular Pagado,Región del Bío-Bío,Educacion Media,5.994092062341428
2022,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Basica,6.308567415730336
2022,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Media,6.054189636163175
2022,Particular Pagado,Región del Maule,Educacion Basica,6.339022746419545
2022,Particular Pagado,Región del Maule,Educacion Media,6.175262135922329
2022,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Basica,5.593400208468786
2022,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Media,5.313682911667516
2022,Particular Subvencionado,Región de Antofagasta,Educacion Basica,5.888199730487671
2022,Particular Subvencionado,Región de Antofagasta,Educacion Media,5.665932228039558
2022,Particular Subvencionado,Región de Arica y Parinacota,Educacion Basica,5.721860028646219
2022,Particular Subvencionado,Región de Arica y Parinacota,Educacion Media,5.388039008342146
2022,Particular Subvencionado,Región de Atacama,Educacion Basica,6.006359227742703
2022,Particular Subvencionado,Región de Atacama,Educacion Media,5.617560477994753
2022,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.801281359589964
2022,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,5.504016584607411
2022,Particular Subvencionado,Región de Coquimbo,Educacion Basica,5.809148882661494
2022,Particular Subvencionado,Región de Coquimbo,Educacion Media,5.530189053935976
2022,Particular Subvencionado,Región de La Araucanía,Educacion Basica,5.562387295217225
2022,Particular Subvencionado,Región de La Araucanía,Educacion Media,5.157132408959317
2022,Particular Subvencionado,Región de Los Lagos,Educacion Basica,5.73975303335222
2022,Particular Subvencionado,Región de Los Lagos,Educacion Media,5.370040171050927
2022,Particular Subvencionado,Región de Los Ríos,Educacion Basica,5.664814814814815
2022,Particular Subvencionado,Región de Los Ríos,Educacion Media,5.276322104701804
2022,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Basica,6.093385214007782
2022,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Media,5.654287320775935
2022,Particular Subvencionado,Región de Tarapacá,Educacion Basica,5.703455337313605
2022,Particular Subvencionado,Región de Tarapacá,Educacion Media,5.510934565939621
2022,Particular Subvencionado,Región de Valparaíso,Educacion Basica,5.712427408104338
2022,Particular Subvencionado,Región de Valparaíso,Educacion Media,5.497346469017586
2022,Particular Subvencionado,Región de Ñuble,Educacion Basica,5.903335811815601
2022,Particular Subvencionado,Región de Ñuble,Educacion Media,5.590023341113704
2022,Particular Subvencionado,Región del Bío-Bío,Educacion Basica,5.914156694745947
2022,Particular Subvencionado,Región del Bío-Bío,Educacion Media,5.664011213933064
2022,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.815795325972455
2022,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Media,5.546832322634718
2022,Particular Subvencionado,Región del Maule,Educacion Basica,5.877327493743296
2022,Particular Subvencionado,Región del Maule,Educacion Media,5.519589675711449
